week,type,n_decisions,n_speak,n_posted,mean_u,mean_threshold,mean_baseline,mean_spiral,mean_fatigue,mean_env_gain
2026-W12,education,15,9,9,0.9359266666666667,0.9470133333333333,0.7412,0.9359266666666667,1.0,1.0
2026-W12,marketing,23,19,19,1.0831391304347826,0.9538391304347825,0.8252,1.0831391304347826,1.0,1.0
2026-W12,meme,19,0,0,0.5383789473684211,0.9668,0.7755,0.5383789473684211,1.0,1.0
2026-W12,mourning,22,0,0,0.6854,0.9641590909090909,0.7678,0.6854,1.0,1.0
2026-W12,other,21,0,0,0.41964761904761905,0.9515476190476191,0.7686,0.41964761904761905,1.0,1.0
2026-W13,education,15,6,6,0.88376,0.9470133333333333,0.7412,0.9066866666666668,0.8426733333333334,0.485
2026-W13,marketing,23,12,12,0.9340826086956521,0.9538391304347825,0.8252,1.0102869565217392,0.5910391304347826,0.485
2026-W13,meme,19,0,0,0.5383789473684211,0.9668,0.7755,0.5383789473684211,1.0,0.485
2026-W13,mourning,22,22,22,1.3369636363636364,0.9641590909090909,0.7678,1.3369636363636364,1.0,0.485
2026-W13,other,21,2,2,0.7031285714285714,0.9515476190476191,0.7686,0.7031285714285714,1.0,0.48500000000000004
2026-W14,education,15,9,9,0.9986533333333334,0.9470133333333333,0.7412,1.0944266666666667,0.72916,0.7594
2026-W14,marketing,23,11,11,0.9410173913043478,0.9538391304347825,0.8252,1.057591304347826,0.498004347826087,0.7594000000000001
2026-W14,meme,19,0,0,0.5524894736842105,0.9668,0.7755,0.5524894736842105,1.0,0.7594
2026-W14,mourning,22,10,10,0.9436818181818182,0.9641590909090909,0.7678,1.1638954545454545,0.44270454545454546,0.7593999999999999
2026-W14,other,21,4,4,0.6959333333333334,0.9515476190476191,0.7686,0.6570142857142857,0.6811571428571428,0.7594
2026-W15,education,15,7,7,0.9102933333333334,0.9470133333333333,0.7412,1.0729866666666665,0.4981333333333334,1.2877
2026-W15,marketing,23,7,7,0.9000391304347827,0.9538391304347825,0.8252,1.0239652173913043,0.3744608695652174,1.2877
2026-W15,meme,19,0,0,0.5489526315789474,0.9668,0.7755,0.547278947368421,0.991221052631579,1.2877
2026-W15,mourning,22,4,4,0.8844681818181819,0.9641590909090909,0.7678,1.2171727272727273,0.2665090909090909,1.2877
2026-W15,other,21,4,4,0.7957571428571428,0.9515476190476191,0.7686,0.824047619047619,0.5153047619047619,1.2877
2026-W16,education,15,3,2,0.8445133333333333,0.9470133333333333,0.7412,1.0400266666666667,0.35657333333333335,1.6785
2026-W16,marketing,23,8,8,0.8952652173913044,0.9538391304347825,0.8252,1.0556739130434782,0.3047086956521739,1.6784999999999999
2026-W16,meme,19,2,2,0.6079526315789474,0.9668,0.7755,0.605178947368421,0.9874947368421052,1.6785
2026-W16,mourning,22,2,2,0.802390909090909,0.9641590909090909,0.7678,1.0088363636363638,0.14949545454545454,1.6784999999999999
2026-W16,other,21,6,6,0.8348,0.9515476190476191,0.7686,0.9511190476190476,0.3542190476190476,1.6785
2026-W17,education,15,2,2,0.8298733333333334,0.9470133333333333,0.7412,1.0514666666666668,0.27104666666666666,2.3457
2026-W17,marketing,23,5,5,0.8737304347826087,0.9538391304347825,0.8252,1.032391304347826,0.23332173913043477,2.3457
2026-W17,meme,19,1,1,0.5956052631578947,0.9668,0.7755,0.5883368421052632,0.9676999999999999,2.3457
2026-W17,mourning,22,0,0,0.7694272727272726,0.9641590909090909,0.7678,0.7931681818181818,0.10955454545454546,2.3457
2026-W17,other,21,4,4,0.8339142857142857,0.9515476190476191,0.7686,1.0778761904761904,0.21904761904761902,2.3457
2026-W18,education,15,2,2,0.8035666666666667,0.9470133333333333,0.7412,1.0455066666666666,0.20007333333333335,2.9316
2026-W18,marketing,23,3,3,0.867304347826087,0.9538391304347825,0.8252,1.0468695652173914,0.18779565217391306,2.9316
2026-W18,meme,19,0,0,0.6134789473684211,0.9668,0.7755,0.6033684210526316,0.9477526315789474,2.9316
2026-W18,mourning,22,1,1,0.7726227272727272,0.9641590909090909,0.7678,0.8310227272727272,0.09594545454545456,2.9316
2026-W18,other,21,2,2,0.8118380952380952,0.9515476190476191,0.7686,1.1333,0.1126952380952381,2.9316
2026-W19,education,15,2,2,0.7857266666666667,0.9470133333333333,0.7412,1.06406,0.14708666666666667,2.79
2026-W19,marketing,23,4,4,0.8600000000000001,0.9538391304347825,0.8252,1.0627086956521739,0.14646521739130436,2.79
2026-W19,meme,19,1,1,0.6433157894736842,0.9668,0.7755,0.6288052631578948,0.9140999999999999,2.79
2026-W19,mourning,22,0,0,0.772309090909091,0.9641590909090909,0.7678,0.84895,0.08161363636363637,2.79
2026-W19,other,21,0,0,0.7756571428571428,0.9515476190476191,0.7686,0.9248190476190475,0.056690476190476194,2.79
2026-W20,education,15,1,1,0.7758066666666666,0.9470133333333333,0.7412,1.0775333333333335,0.10733333333333334,2.062
2026-W20,marketing,23,3,3,0.8504434782608696,0.9538391304347825,0.8252,1.0582782608695651,0.10912608695652173,2.062
2026-W20,meme,19,12,12,1.056978947368421,0.9668,0.7755,1.0968052631578946,0.8747684210526315,2.062
2026-W20,mourning,22,0,0,0.7656409090909091,0.9641590909090909,0.7678,0.7372727272727272,0.06977727272727273,2.062
2026-W20,other,21,0,0,0.7696666666666667,0.9515476190476191,0.7686,0.8157095238095238,0.03535714285714286,2.062
2026-W21,education,15,1,1,0.7627533333333333,0.9470133333333333,0.7412,1.0059533333333333,0.07952000000000001,1.4675
2026-W21,marketing,23,3,3,0.8420130434782608,0.9538391304347825,0.8252,1.0319521739130435,0.08226086956521739,1.4674999999999998
2026-W21,meme,19,19,19,1.2760105263157895,0.9668,0.7755,1.4658578947368421,0.7284,1.4675
2026-W21,mourning,22,0,0,0.7646727272727273,0.9641590909090909,0.7678,0.71965,0.06422727272727273,1.4675000000000002
2026-W21,other,21,0,0,0.7631619047619047,0.9515476190476191,0.7686,0.514847619047619,0.02420952380952381,1.4675
2026-W22,education,15,1,1,0.7540600000000001,0.9470133333333333,0.7412,0.9562266666666666,0.06171333333333333,1.229
2026-W22,marketing,23,3,3,0.8373434782608696,0.9538391304347825,0.8252,1.0093956521739131,0.06666521739130435,1.229
2026-W22,meme,19,17,17,1.1230263157894735,0.9668,0.7755,1.5074684210526315,0.47578421052631575,1.229
2026-W22,mourning,22,0,0,0.7651136363636364,0.9641590909090909,0.7678,0.7424409090909091,0.06101818181818182,1.229
2026-W22,other,21,0,0,0.7635904761904762,0.9515476190476191,0.7686,0.5119904761904761,0.02011904761904762,1.229
