week,bias_meme,bias_mourning,bias_education,bias_marketing,bias_other,bias_noise
2026-W12,0.0,0.0,-0.13244444444444442,0.06788888888888889,0.0,0.06455555555555556
2026-W13,0.0,0.062480519480519525,-0.05587012987012986,-0.0007662337662337482,-0.005870129870129859,2.597402597402307e-05
2026-W14,-0.010624999999999999,0.033625000000000016,-0.051375000000000004,0.09712500000000002,-0.0675,-0.0012500000000000011
2026-W15,-0.007739130434782608,0.18782608695652175,-0.08760869565217388,-0.026347826086956516,-0.048652173913043495,-0.017478260869565217
2026-W16,-0.05042857142857142,0.07395238095238096,0.07333333333333333,-0.024142857142857133,-0.07009523809523807,-0.002619047619047618
2026-W17,-0.00725806451612903,0.06248387096774194,0.028451612903225815,-0.04709677419354835,-0.029064516129032242,-0.007516129032258061
2026-W18,0.04,0.0006153846153846149,-0.005307692307692319,-0.040615384615384664,0.015230769230769214,-0.009923076923076923
2026-W19,-0.051000000000000004,0.044000000000000004,-0.033,-0.03300000000000003,0.08399999999999999,-0.010999999999999996
2026-W20,-0.359,0.03222222222222222,0.05988888888888891,0.14100000000000001,0.11322222222222221,0.012666666666666673
2026-W21,-0.25365217391304345,0.002521739130434783,0.04678260869565218,0.12282608695652175,0.03426086956521739,0.0472608695652174
2026-W22,-0.09988888888888892,-0.0024444444444444435,0.013333333333333336,0.05344444444444443,0.006777777777777778,0.028777777777777774
