week,bias_meme,bias_mourning,bias_education,bias_marketing,bias_other,bias_noise
2026-W12,0.0,0.0,-0.09848979591836735,0.029306122448979566,0.0,0.06918367346938775
2026-W13,0.0,0.11742857142857144,-0.006000000000000005,-0.018571428571428572,-0.08428571428571428,-0.00857142857142857
2026-W14,-0.0034927536231884066,0.08410144927536228,-0.08486956521739131,0.000188405797101443,-0.018942028985507245,0.023014492753623186
2026-W15,-0.005867924528301887,0.26439622641509436,-0.07515094339622641,-0.12983018867924528,-0.049811320754716976,-0.0037358490566037697
2026-W16,0.0028181818181818204,0.05645454545454546,-0.028909090909090884,-0.055727272727272736,0.021727272727272734,0.003636363636363639
2026-W17,0.007,0.023264150943396227,-0.008150943396226407,-0.03556603773584904,-0.007811320754716966,0.021264150943396225
2026-W18,0.011,0.01633333333333334,0.07166666666666668,-0.1205,0.005166666666666653,0.01633333333333334
2026-W19,-0.016255813953488372,0.02474418604651163,0.04995348837209301,-0.06839534883720932,0.00646511627906976,0.0034883720930232592
2026-W20,-0.1611304347826087,0.011260869565217393,0.06330434782608695,0.027000000000000024,0.06578260869565218,-0.006217391304347827
2026-W21,-0.2760370370370371,-0.008037037037037034,0.06944444444444445,0.13666666666666666,0.04448148148148148,0.03348148148148148
2026-W22,-0.15499999999999997,0.003636363636363639,0.02863636363636364,0.0800909090909091,0.026818181818181817,0.01581818181818182
