week,type,n_agents,spoke_rate,mismatch_rate,mean_exposure_own,mean_climate_own,mean_feed_slots
2026-W12,education,15,0.6,0.6,1.4666666666666666,0.14666666666666667,10.0
2026-W12,marketing,23,1.0,0.0,7.695652173913044,0.7695652173913043,10.0
2026-W12,meme,19,0.0,0.0,0.0,0.0,10.0
2026-W12,mourning,22,0.0,0.0,0.0,0.0,10.0
2026-W12,other,21,0.0,0.0,0.0,0.0,10.0
2026-W13,education,15,0.2,0.2,1.1333333333333333,0.11333333333333334,10.0
2026-W13,marketing,23,0.43478260869565216,0.43478260869565216,2.1739130434782608,0.21739130434782608,10.0
2026-W13,meme,19,0.0,0.0,0.0,0.0,10.0
2026-W13,mourning,22,1.0,0.0,6.409090909090909,0.6409090909090909,10.0
2026-W13,other,21,0.0,0.0,0.38095238095238093,0.0380952380952381,10.0
2026-W14,education,15,0.8,0.8,2.466666666666667,0.24666666666666667,10.0
2026-W14,marketing,23,0.782608695652174,0.6521739130434783,4.217391304347826,0.42173913043478256,10.0
2026-W14,meme,19,0.0,0.0,0.10526315789473684,0.010526315789473684,10.0
2026-W14,mourning,22,0.4090909090909091,0.0,3.727272727272727,0.3727272727272727,10.0
2026-W14,other,21,0.0,0.0,0.6666666666666666,0.06666666666666668,10.0
2026-W15,education,15,0.5333333333333333,0.5333333333333333,2.066666666666667,0.20666666666666667,10.0
2026-W15,marketing,23,0.7391304347826086,0.391304347826087,3.9130434782608696,0.391304347826087,10.0
2026-W15,meme,19,0.0,0.0,0.21052631578947367,0.021052631578947368,10.0
2026-W15,mourning,22,0.0,0.0,4.045454545454546,0.40454545454545454,10.0
2026-W15,other,21,0.19047619047619047,0.19047619047619047,1.4285714285714286,0.14285714285714285,10.0
2026-W16,education,15,0.7333333333333333,0.7333333333333333,3.066666666666667,0.30666666666666664,10.0
2026-W16,marketing,23,0.8260869565217391,0.30434782608695654,4.565217391304348,0.45652173913043476,10.0
2026-W16,meme,19,0.0,0.0,0.21052631578947367,0.021052631578947368,10.0
2026-W16,mourning,22,0.0,0.0,1.5454545454545454,0.15454545454545457,10.0
2026-W16,other,21,0.14285714285714285,0.14285714285714285,1.4285714285714286,0.14285714285714285,10.0
2026-W17,education,15,0.6666666666666666,0.6666666666666666,2.533333333333333,0.25333333333333335,10.0
2026-W17,marketing,23,0.8260869565217391,0.30434782608695654,5.0,0.5,10.0
2026-W17,meme,19,0.0,0.0,0.10526315789473684,0.010526315789473684,10.0
2026-W17,mourning,22,0.0,0.0,0.8636363636363636,0.08636363636363636,10.0
2026-W17,other,21,0.23809523809523808,0.23809523809523808,1.3333333333333333,0.13333333333333336,10.0
2026-W18,education,15,0.4666666666666667,0.4666666666666667,3.533333333333333,0.35333333333333333,10.0
2026-W18,marketing,23,0.8695652173913043,0.2608695652173913,5.043478260869565,0.5043478260869565,10.0
2026-W18,meme,19,0.0,0.0,0.10526315789473684,0.010526315789473684,10.0
2026-W18,mourning,22,0.0,0.0,0.5909090909090909,0.05909090909090909,10.0
2026-W18,other,21,0.14285714285714285,0.14285714285714285,1.4285714285714286,0.14285714285714285,10.0
2026-W19,education,15,0.26666666666666666,0.26666666666666666,2.6,0.26,10.0
2026-W19,marketing,23,0.782608695652174,0.08695652173913043,5.478260869565218,0.5478260869565217,10.0
2026-W19,meme,19,0.0,0.0,0.10526315789473684,0.010526315789473684,10.0
2026-W19,mourning,22,0.0,0.0,0.4090909090909091,0.04090909090909091,10.0
2026-W19,other,21,0.14285714285714285,0.14285714285714285,1.7142857142857142,0.17142857142857143,10.0
2026-W20,education,15,0.13333333333333333,0.13333333333333333,2.2,0.22000000000000003,10.0
2026-W20,marketing,23,0.7391304347826086,0.08695652173913043,6.173913043478261,0.6173913043478261,10.0
2026-W20,meme,19,0.2631578947368421,0.2631578947368421,1.3157894736842106,0.13157894736842105,10.0
2026-W20,mourning,22,0.0,0.0,0.5909090909090909,0.05909090909090909,10.0
2026-W20,other,21,0.09523809523809523,0.09523809523809523,1.380952380952381,0.1380952380952381,10.0
2026-W21,education,15,0.06666666666666667,0.06666666666666667,1.5333333333333334,0.15333333333333335,10.0
2026-W21,marketing,23,0.6086956521739131,0.08695652173913043,5.173913043478261,0.5173913043478261,10.0
2026-W21,meme,19,0.8421052631578947,0.8421052631578947,3.6315789473684212,0.3631578947368421,10.0
2026-W21,mourning,22,0.0,0.0,0.22727272727272727,0.022727272727272728,10.0
2026-W21,other,21,0.0,0.0,0.7142857142857143,0.07142857142857142,10.0
2026-W22,education,15,0.0,0.0,0.7333333333333333,0.07333333333333333,10.0
2026-W22,marketing,23,0.5217391304347826,0.043478260869565216,4.3478260869565215,0.43478260869565216,10.0
2026-W22,meme,19,1.0,0.9473684210526315,5.2105263157894735,0.5210526315789474,10.0
2026-W22,mourning,22,0.0,0.0,0.5454545454545454,0.05454545454545456,10.0
2026-W22,other,21,0.0,0.0,0.6190476190476191,0.06190476190476191,10.0
