week,type,n_decisions,n_speak,n_posted,mean_u,mean_threshold,mean_benefit,mean_env_gain,mean_env_multiplier
2026-W12,education,15,1,1,0.76916,0.9470133333333333,0.76916,1.0,
2026-W12,marketing,23,23,23,1.1931130434782609,0.9538391304347825,1.1931130434782609,1.0,
2026-W12,meme,19,0,0,-0.07432631578947368,0.9668,-0.07432631578947368,1.0,
2026-W12,mourning,22,0,0,0.26783636363636365,0.9641590909090909,0.26783636363636365,1.0,
2026-W12,other,21,0,0,-0.35062380952380956,0.9515476190476191,-0.35062380952380956,1.0,
2026-W13,education,15,15,15,1.1975666666666667,0.9470133333333333,1.1975666666666667,0.4751,
2026-W13,marketing,23,12,12,0.9400652173913044,0.9538391304347825,0.9400652173913044,0.4751,
2026-W13,meme,19,0,0,-0.07432631578947368,0.9668,-0.07432631578947368,0.4751000000000001,
2026-W13,mourning,22,22,22,1.7741136363636365,0.9641590909090909,1.7741136363636365,0.4751000000000001,
2026-W13,other,21,0,0,-0.35062380952380956,0.9515476190476191,-0.35062380952380956,0.4751,
2026-W14,education,15,15,15,1.1337133333333334,0.9470133333333333,1.1337133333333334,0.7632,
2026-W14,marketing,23,11,11,0.9337521739130434,0.9538391304347825,0.9337521739130434,0.7632,
2026-W14,meme,19,0,0,0.27479473684210526,0.9668,0.27479473684210526,0.7632,
2026-W14,mourning,22,0,0,0.6004181818181817,0.9641590909090909,0.6004181818181817,0.7631999999999999,
2026-W14,other,21,9,9,0.8935904761904762,0.9515476190476191,0.8935904761904762,0.7632,
2026-W15,education,15,13,12,1.0733066666666666,0.9470133333333333,1.0733066666666666,1.2925,
2026-W15,marketing,23,10,10,0.9274608695652174,0.9538391304347825,0.9274608695652174,1.2925,
2026-W15,meme,19,0,0,0.2601578947368421,0.9668,0.2601578947368421,1.2925,
2026-W15,mourning,22,0,0,0.5131863636363637,0.9641590909090909,0.5131863636363637,1.2925,
2026-W15,other,21,0,0,0.7845809523809523,0.9515476190476191,0.7845809523809523,1.2925,
2026-W16,education,15,10,10,1.0161533333333332,0.9470133333333333,1.0161533333333332,1.6829,
2026-W16,marketing,23,22,22,1.1062956521739131,0.9538391304347825,1.1062956521739131,1.6828999999999998,
2026-W16,meme,19,0,0,-0.0667578947368421,0.9668,-0.0667578947368421,1.6829,
2026-W16,mourning,22,0,0,0.22422272727272727,0.9641590909090909,0.22422272727272727,1.6829,
2026-W16,other,21,21,21,1.422604761904762,0.9515476190476191,1.422604761904762,1.6829000000000003,
2026-W17,education,15,7,7,0.9620733333333333,0.9470133333333333,0.9620733333333333,2.3861,
2026-W17,marketing,23,20,20,1.0914826086956522,0.9538391304347825,1.0914826086956522,2.3861,
2026-W17,meme,19,0,0,-0.0667578947368421,0.9668,-0.0667578947368421,2.3861,
2026-W17,mourning,22,0,0,0.20737727272727274,0.9641590909090909,0.20737727272727274,2.3861,
2026-W17,other,21,0,0,0.5672285714285714,0.9515476190476191,0.5672285714285714,2.3861,
2026-W18,education,15,6,6,0.9108866666666666,0.9470133333333333,0.9108866666666666,2.9948,
2026-W18,marketing,23,7,7,0.8966999999999999,0.9538391304347825,0.8966999999999999,2.9948000000000006,
2026-W18,meme,19,0,0,-0.0667578947368421,0.9668,-0.0667578947368421,2.9948,
2026-W18,mourning,22,0,0,0.37531818181818183,0.9641590909090909,0.37531818181818183,2.9947999999999997,
2026-W18,other,21,15,15,1.0284952380952381,0.9515476190476191,1.0284952380952381,2.9948,
2026-W19,education,15,9,9,1.0177666666666667,0.9470133333333333,1.0177666666666667,2.8933000000000004,
2026-W19,marketing,23,7,7,0.8906739130434782,0.9538391304347825,0.8906739130434782,2.8933,
2026-W19,meme,19,0,0,0.24631052631578948,0.9668,0.24631052631578948,2.8933,
2026-W19,mourning,22,0,0,0.09676818181818181,0.9641590909090909,0.09676818181818181,2.8933,
2026-W19,other,21,0,0,0.4106047619047619,0.9515476190476191,0.4106047619047619,2.8933,
2026-W20,education,15,2,2,0.7946866666666667,0.9470133333333333,0.7946866666666667,2.1675,
2026-W20,marketing,23,14,14,0.9953347826086956,0.9538391304347825,0.9953347826086956,2.1675,
2026-W20,meme,19,19,19,1.7865315789473684,0.9668,1.7865315789473684,2.1675,
2026-W20,mourning,22,0,0,0.09676818181818181,0.9641590909090909,0.09676818181818181,2.1675,
2026-W20,other,21,0,0,-0.14024761904761904,0.9515476190476191,-0.14024761904761904,2.1675,
2026-W21,education,15,0,0,0.46971999999999997,0.9470133333333333,0.46971999999999997,1.5687,
2026-W21,marketing,23,14,14,0.9853130434782608,0.9538391304347825,0.9853130434782608,1.5687,
2026-W21,meme,19,19,18,1.437863157894737,0.9668,1.437863157894737,1.5687,
2026-W21,mourning,22,0,0,0.09676818181818181,0.9641590909090909,0.09676818181818181,1.5687,
2026-W21,other,21,0,0,0.009533333333333333,0.9515476190476191,0.009533333333333333,1.5687000000000002,
2026-W22,education,15,0,0,0.45707333333333333,0.9470133333333333,0.45707333333333333,1.3174,
2026-W22,marketing,23,4,4,0.8669695652173913,0.9538391304347825,0.8669695652173913,1.3174,
2026-W22,meme,19,18,18,1.203721052631579,0.9668,1.203721052631579,1.3174,
2026-W22,mourning,22,0,0,0.09676818181818181,0.9641590909090909,0.09676818181818181,1.3174,
2026-W22,other,21,0,0,-0.1314190476190476,0.9515476190476191,-0.1314190476190476,1.3174,
