week,meme_env_stock,meme_env_flow,meme_env_flow_world,abundance_B,emptiness_S,gain_G,total_supply,agent_supply,injected_count,official_posts_count,supply_share_all_meme,supply_share_all_mourning,supply_share_all_education,supply_share_all_marketing,supply_share_all_other,supply_share_all_noise
2026-W12,17,17,1246,1.0,1.0,1.0,45,28,17,0,0.0,0.0,0.15555555555555556,0.8,0.0,0.044444444444444446
2026-W13,80,63,11394,2.4599,0.1972,0.485,70,35,35,1,0.0,0.5285714285714286,0.05714285714285714,0.2571428571428571,0.12857142857142856,0.02857142857142857
2026-W14,145,65,8678,2.9875,0.2511,0.7502,60,30,30,0,0.016666666666666666,0.16666666666666666,0.15,0.45,0.18333333333333332,0.03333333333333333
2026-W15,199,54,5050,3.218,0.3958,1.2737,58,34,24,0,0.017241379310344827,0.10344827586206896,0.25862068965517243,0.39655172413793105,0.1896551724137931,0.034482758620689655
2026-W16,255,56,3756,3.3713,0.4982,1.6796,50,28,22,0,0.02,0.06,0.26,0.44,0.18,0.04
2026-W17,302,47,2416,3.4626,0.6805,2.3563,46,27,19,0,0.0,0.043478260869565216,0.2826086956521739,0.45652173913043476,0.17391304347826086,0.043478260869565216
2026-W18,330,45,1703,3.5063,0.845,2.9629,49,31,18,0,0.0,0.04081632653061224,0.22448979591836735,0.4897959183673469,0.20408163265306123,0.04081632653061224
2026-W19,316,49,1792,3.4853,0.8203,2.8589,48,30,18,0,0.020833333333333332,0.020833333333333332,0.2708333333333333,0.4791666666666667,0.16666666666666666,0.041666666666666664
2026-W20,301,50,2735,3.4609,0.626,2.1664,45,25,20,0,0.15555555555555556,0.022222222222222223,0.17777777777777778,0.5111111111111111,0.06666666666666667,0.06666666666666667
2026-W21,295,48,4252,3.4506,0.4533,1.564,46,23,23,0,0.391304347826087,0.043478260869565216,0.10869565217391304,0.34782608695652173,0.08695652173913043,0.021739130434782608
2026-W22,286,47,5338,3.4344,0.3785,1.2999,48,24,24,0,0.5833333333333334,0.041666666666666664,0.0625,0.2708333333333333,0.020833333333333332,0.020833333333333332
