week,type,n_decisions,n_speak,n_posted,mean_u,mean_threshold,mean_benefit,mean_env_gain,mean_env_multiplier
2026-W12,education,15,6,6,0.87584,0.9352533333333334,0.87584,1.0,1.0
2026-W12,marketing,26,26,26,1.376696153846154,0.9549576923076923,1.376696153846154,1.0,1.0
2026-W12,meme,18,0,0,0.05,0.9687888888888888,0.05,1.0,1.0
2026-W12,mourning,21,0,0,0.19161904761904763,0.9678761904761906,0.19161904761904763,1.0,1.0
2026-W12,other,20,0,0,0.05,0.9553800000000001,0.05,1.0,1.0
2026-W13,education,15,10,10,1.0968533333333332,0.9352533333333334,1.0968533333333332,0.4942,1.0
2026-W13,marketing,26,23,23,1.2364961538461539,0.9549576923076923,1.2364961538461539,0.4942,1.0
2026-W13,meme,18,0,0,0.0242,0.9687888888888888,0.05,0.4942,0.4839222222222222
2026-W13,mourning,21,17,17,1.3757714285714286,0.9678761904761906,1.3757714285714286,0.4942,1.0
2026-W13,other,20,5,5,0.41747500000000004,0.9553800000000001,0.41747500000000004,0.49420000000000003,1.0
2026-W14,education,15,12,12,1.1688399999999999,0.9352533333333334,1.1688399999999999,0.7794,1.0
2026-W14,marketing,26,23,23,1.1593076923076924,0.9549576923076923,1.1593076923076924,0.7794,1.0
2026-W14,meme,18,0,0,0.03866666666666666,0.9687888888888888,0.05,0.7794,0.7730333333333334
2026-W14,mourning,21,9,8,0.9426333333333334,0.9678761904761906,0.9426333333333334,0.7794,1.0
2026-W14,other,20,6,6,0.59518,0.9553800000000001,0.59518,0.7794,1.0
2026-W15,education,15,11,11,1.3097866666666667,0.9352533333333334,1.3097866666666667,1.3223999999999998,1.0
2026-W15,marketing,26,21,21,1.070796153846154,0.9549576923076923,1.070796153846154,1.3224000000000002,1.0
2026-W15,meme,18,0,0,0.16141666666666665,0.9687888888888888,0.12027777777777778,1.3224,1.3359055555555555
2026-W15,mourning,21,12,12,1.1211714285714285,0.9678761904761906,1.1211714285714285,1.3224,1.0
2026-W15,other,20,8,8,0.86854,0.9553800000000001,0.86854,1.3224,1.0
2026-W16,education,15,12,12,1.1801733333333333,0.9352533333333334,1.1801733333333333,1.7364,1.0
2026-W16,marketing,26,23,23,1.0939999999999999,0.9549576923076923,1.0939999999999999,1.7364,1.0
2026-W16,meme,18,0,0,0.08841666666666666,0.9687888888888888,0.04986111111111111,1.7364,1.7733166666666667
2026-W16,mourning,21,9,8,0.8735285714285714,0.9678761904761906,0.8735285714285714,1.7364,1.0
2026-W16,other,20,6,6,0.7506649999999999,0.9553800000000001,0.7506649999999999,1.7364000000000002,1.0
2026-W17,education,15,12,12,1.2621133333333332,0.9352533333333334,1.2621133333333332,2.4326,1.0
2026-W17,marketing,26,19,19,1.1053,0.9549576923076923,1.1053,2.4326,1.0
2026-W17,meme,18,1,1,0.22850000000000004,0.9687888888888888,0.09821666666666667,2.4326,2.5212777777777777
2026-W17,mourning,21,3,3,0.6497761904761905,0.9678761904761906,0.6497761904761905,2.4326,1.0
2026-W17,other,20,5,5,0.70708,0.9553800000000001,0.70708,2.4326,1.0
