week,bias_meme,bias_mourning,bias_education,bias_marketing,bias_other,bias_noise
2026-W12,0.0,0.0,-0.036265306122448965,-0.03691836734693876,0.0,0.07318367346938776
2026-W13,0.0,-0.11155555555555557,-0.019555555555555548,0.17177777777777775,-0.05744444444444444,0.016777777777777777
2026-W14,-0.0056582278481012655,0.03944303797468354,-0.04384810126582278,0.0705949367088608,-0.06821518987341772,0.00768354430379747
2026-W15,-0.004157894736842105,0.059631578947368424,-0.030684210526315786,-0.01842105263157895,-0.008052631578947367,0.0016842105263157915
2026-W16,0.0029154929577464798,0.029070422535211277,-0.02543661971830985,-0.045535211267605624,0.028154929577464793,0.010830985915492957
2026-W17,-0.0019491525423728819,0.0692542372881356,-0.0481864406779661,-0.020677966101694922,-0.0035423728813559485,0.005101694915254237
2026-W18,-0.005625,0.058499999999999996,0.0006249999999999867,-0.08300000000000002,0.01175000000000001,0.017750000000000002
2026-W19,-0.060645161290322575,0.05587096774193548,-0.006193548387096737,0.013387096774193585,-0.009161290322580645,0.006741935483870969
2026-W20,-0.1473768115942029,0.027507246376811595,-0.0033768115942029164,0.06769565217391305,0.05202898550724638,0.003521739130434784
2026-W21,-0.20985714285714283,-0.006571428571428572,0.07314285714285715,0.08542857142857141,0.038142857142857145,0.01971428571428572
2026-W22,-0.04158823529411765,-0.006411764705882353,0.00523529411764706,0.013882352941176457,0.010588235294117648,0.018294117647058825
