week,meme_env_stock,meme_env_flow,meme_env_flow_world,abundance_B,emptiness_S,gain_G,total_supply,agent_supply,injected_count,official_posts_count,supply_share_all_meme,supply_share_all_mourning,supply_share_all_education,supply_share_all_marketing,supply_share_all_other,supply_share_all_noise
2026-W12,17,17,1246,1.0,1.0,1.0,41,24,17,0,0.0,0.0,0.07317073170731707,0.8780487804878049,0.0,0.04878048780487805
2026-W13,76,59,11394,2.4099,0.1972,0.4751,61,26,35,1,0.0,0.6065573770491803,0.06557377049180328,0.16393442622950818,0.13114754098360656,0.03278688524590164
2026-W14,132,56,8678,2.9118,0.2511,0.7312,58,28,30,0,0.017241379310344827,0.08620689655172414,0.3620689655172414,0.3275862068965517,0.1724137931034483,0.034482758620689655
2026-W15,184,52,5050,3.1645,0.3958,1.2525,49,25,24,0,0.02040816326530612,0.061224489795918366,0.42857142857142855,0.3469387755102041,0.10204081632653061,0.04081632653061224
2026-W16,231,47,3756,3.313,0.4982,1.6506,38,16,22,0,0.02631578947368421,0.07894736842105263,0.13157894736842105,0.6052631578947368,0.10526315789473684,0.05263157894736842
2026-W17,266,35,2416,3.3951,0.6805,2.3104,69,50,19,0,0.0,0.028985507246376812,0.15942028985507245,0.42028985507246375,0.36231884057971014,0.028985507246376812
2026-W18,317,68,1703,3.4868,0.845,2.9465,37,19,18,0,0.0,0.05405405405405406,0.40540540540540543,0.3783783783783784,0.10810810810810811,0.05405405405405406
2026-W19,295,37,1792,3.4506,0.8203,2.8304,36,18,18,0,0.027777777777777776,0.027777777777777776,0.19444444444444445,0.6111111111111112,0.08333333333333333,0.05555555555555555
2026-W20,277,38,2735,3.4173,0.626,2.1391,58,38,20,0,0.43103448275862066,0.017241379310344827,0.05172413793103448,0.43103448275862066,0.017241379310344827,0.05172413793103448
2026-W21,286,61,4252,3.4344,0.4533,1.5567,46,23,23,0,0.6956521739130435,0.043478260869565216,0.08695652173913043,0.13043478260869565,0.021739130434782608,0.021739130434782608
2026-W22,286,47,5338,3.4344,0.3785,1.2999,54,30,24,0,0.5555555555555556,0.037037037037037035,0.037037037037037035,0.3333333333333333,0.018518518518518517,0.018518518518518517
