week,bias_meme,bias_mourning,bias_education,bias_marketing,bias_other,bias_noise
2026-W12,0.0,0.0,0.026829268292682937,-0.07804878048780484,0.0,0.051219512195121955
2026-W13,0.0,0.1934426229508197,-0.06557377049180328,-0.06393442622950818,-0.03114754098360656,-0.03278688524590164
2026-W14,-0.017241379310344827,0.11379310344827587,-0.06206896551724139,-0.1275862068965517,0.027586206896551724,0.06551724137931035
2026-W15,0.07959183673469389,0.03877551020408164,-0.028571428571428525,-0.14693877551020407,-0.002040816326530609,0.059183673469387764
2026-W16,0.0736842105263158,0.12105263157894738,-0.03157894736842104,-0.30526315789473685,0.09473684210526317,0.04736842105263159
2026-W17,0.0,-0.028985507246376812,0.04057971014492756,0.07971014492753625,-0.062318840579710155,-0.028985507246376812
2026-W18,0.0,0.14594594594594595,-0.10540540540540544,-0.1783783783783784,0.0918918918918919,0.04594594594594595
2026-W19,0.07222222222222223,0.07222222222222223,0.005555555555555564,-0.31111111111111117,0.11666666666666668,0.04444444444444445
2026-W20,-0.13103448275862067,-0.017241379310344827,-0.05172413793103448,-0.03103448275862064,0.08275862068965517,0.14827586206896554
2026-W21,-0.09565217391304348,0.05652173913043479,0.11304347826086958,-0.030434782608695643,-0.021739130434782608,-0.021739130434782608
2026-W22,0.14444444444444438,-0.037037037037037035,-0.037037037037037035,-0.033333333333333326,-0.018518518518518517,-0.018518518518518517
