week,bias_meme,bias_mourning,bias_education,bias_marketing,bias_other,bias_noise
2026-W12,0.0,0.0,-0.033659574468085096,-0.04078723404255313,0.0,0.07444680851063831
2026-W13,0.0,0.028724770642201802,-0.04531192660550459,0.05442201834862381,-0.0824862385321101,0.04465137614678899
2026-W14,-0.00409090909090909,0.13763636363636364,0.0020909090909090877,0.03090909090909094,-0.16336363636363638,-0.0031818181818181815
2026-W15,-0.0033092783505154636,0.15257731958762888,-0.021494845360824744,-0.02420618556701032,-0.10394845360824742,0.00038144329896907386
2026-W16,-0.0030481927710843387,0.1380843373493976,-0.009963855421686735,-0.07259036144578312,-0.044385542168674706,-0.008096385542168676
2026-W17,0.0,0.2713731343283582,-0.036582089552238795,-0.16053731343283578,-0.06740298507462686,-0.006850746268656716
2026-W18,0.0,0.3192307692307692,-0.04792307692307693,-0.16569230769230764,-0.09784615384615386,-0.007769230769230771
2026-W19,-0.2175897435897436,0.3191794871794872,-0.022589743589743583,-0.062256410256410266,-0.011102564102564098,-0.00564102564102564
2026-W20,-0.07379746835443038,0.20534177215189872,-0.04584810126582278,-0.07706329113924049,-0.0036582278481012663,-0.004974683544303797
2026-W21,-0.10749999999999998,0.20800000000000002,-0.023499999999999993,-0.07100000000000001,-0.0025000000000000005,-0.0035000000000000014
2026-W22,-0.11159740259740264,0.20302597402597403,0.014155844155844172,-0.09561038961038965,-0.0019870129870129885,-0.007987012987012987
