week,bias_meme,bias_mourning,bias_education,bias_marketing,bias_other,bias_noise
2026-W12,0.0,0.0,-0.10927272727272727,0.043727272727272726,0.0,0.06554545454545455
2026-W13,0.0,-0.16226315789473683,-0.030368421052631572,0.2308421052631579,-0.06489473684210526,0.02668421052631579
2026-W14,-0.013857142857142856,-0.015000000000000013,0.007714285714285729,0.07142857142857145,-0.04557142857142857,-0.0047142857142857125
2026-W15,-0.011607843137254902,0.025921568627450986,0.02531372549019606,0.04988235294117643,-0.09829411764705881,0.008784313725490198
2026-W16,-0.00964102564102564,0.1177948717948718,-0.025769230769230794,0.037307692307692264,-0.10541025641025639,-0.014282051282051282
2026-W17,0.006,0.020333333333333342,-0.008222222222222214,0.029666666666666675,-0.031222222222222207,-0.016555555555555553
2026-W18,0.011,0.09888888888888889,0.0008148148148148238,-0.0514074074074074,-0.030222222222222206,-0.02907407407407407
2026-W19,-0.025037037037037035,0.11392592592592593,0.030814814814814823,-0.03640740740740739,-0.0512222222222222,-0.03207407407407407
2026-W20,-0.1952222222222222,0.13392592592592592,0.00781481481481483,0.0076666666666667105,0.09492592592592594,-0.049111111111111105
2026-W21,-0.4743870967741935,0.06922580645161291,0.14748387096774193,0.11719354838709681,0.12074193548387097,0.019741935483870966
2026-W22,-0.46672413793103446,0.08103448275862069,0.1340344827586207,0.12062068965517239,0.11651724137931034,0.014517241379310347
