week,bias_meme,bias_mourning,bias_education,bias_marketing,bias_other,bias_noise
2026-W12,0.0,0.0,0.026829268292682937,-0.17804878048780493,0.0,0.15121951219512197
2026-W13,0.0,0.059523809523809534,-0.02619047619047618,-0.014285714285714263,-0.09523809523809523,0.0761904761904762
2026-W14,0.08461538461538462,0.12307692307692308,-0.12307692307692308,-0.09230769230769231,-0.06153846153846154,0.06923076923076923
2026-W15,0.0782608695652174,0.13478260869565217,-0.19130434782608696,-0.1695652173913043,0.09130434782608697,0.05652173913043479
2026-W16,-0.013333333333333334,0.060000000000000005,0.0,0.013333333333333364,-0.033333333333333326,-0.02666666666666667
2026-W17,0.0,0.05652173913043479,-0.03913043478260869,-0.18695652173913047,0.11304347826086958,0.05652173913043479
2026-W18,0.0,0.1565217391304348,0.004347826086956524,-0.10434782608695653,-0.11304347826086958,0.05652173913043479
2026-W19,0.07058823529411765,-0.029411764705882353,-0.08235294117647057,-0.2117647058823529,0.11176470588235295,0.1411764705882353
2026-W20,-0.05454545454545451,-0.01818181818181818,0.1090909090909091,-0.06363636363636366,-0.01818181818181818,0.04545454545454546
2026-W21,-0.16363636363636358,-0.03636363636363636,0.06363636363636364,-0.027272727272727282,0.08181818181818182,0.08181818181818182
2026-W22,0.004347826086956497,-0.043478260869565216,0.05652173913043479,0.026086956521739146,-0.021739130434782608,-0.021739130434782608
