week,bias_meme,bias_mourning,bias_education,bias_marketing,bias_other,bias_noise
2026-W12,0.0,0.0,-0.03255555555555556,-0.04500000000000004,0.0,0.07755555555555554
2026-W13,0.0,0.07048051948051953,-0.007922077922077914,0.009311688311688326,-0.0668961038961039,-0.004974025974025974
2026-W14,-0.010873015873015871,0.11314285714285716,-0.08434920634920634,0.024428571428571466,-0.05860317460317459,0.016253968253968257
2026-W15,-0.021258064516129032,0.14370967741935484,-0.040419354838709676,-0.045354838709677436,-0.03741935483870967,0.0007419354838709702
2026-W16,-0.022847457627118647,0.10115254237288135,-0.04628813559322034,-0.017728813559321988,-0.022389830508474595,0.00810169491525424
2026-W17,0.03,0.05728571428571429,-0.04300000000000001,-0.02742857142857147,-0.017142857142857154,0.000285714285714285
2026-W18,0.0057692307692307696,0.013538461538461534,0.026461538461538453,-0.03776923076923078,-0.015538461538461529,0.0075384615384615355
2026-W19,-0.002276595744680851,0.015723404255319148,-0.039595744680851086,-0.04336170212765955,0.06506382978723405,0.004446808510638299
2026-W20,-0.12547619047619046,0.015190476190476192,0.042333333333333334,0.007809523809523822,0.07557142857142857,-0.015428571428571423
2026-W21,-0.21400000000000002,0.0010000000000000009,0.08100000000000002,0.02899999999999997,0.068,0.035
2026-W22,-0.24028571428571432,0.012285714285714289,0.02585714285714287,0.13385714285714284,0.04014285714285715,0.028142857142857143
