week,type,n_agents,spoke_rate,mismatch_rate,mean_exposure_own,mean_climate_own,mean_feed_slots
2026-W12,education,15,0.3333333333333333,0.3333333333333333,1.2,0.12000000000000001,10.0
2026-W12,marketing,23,1.0,0.043478260869565216,7.478260869565218,0.7478260869565218,10.0
2026-W12,meme,19,0.0,0.0,0.0,0.0,10.0
2026-W12,mourning,22,0.0,0.0,0.0,0.0,10.0
2026-W12,other,21,0.0,0.0,0.0,0.0,10.0
2026-W13,education,15,0.0,0.0,0.4,0.04000000000000001,10.0
2026-W13,marketing,23,0.5217391304347826,0.5217391304347826,2.130434782608696,0.21304347826086958,10.0
2026-W13,meme,19,0.0,0.0,0.0,0.0,10.0
2026-W13,mourning,22,1.0,0.0,6.5,0.6499999999999999,10.0
2026-W13,other,21,0.047619047619047616,0.047619047619047616,0.6666666666666666,0.06666666666666668,10.0
2026-W14,education,15,0.2,0.2,0.8666666666666667,0.08666666666666667,10.0
2026-W14,marketing,23,0.8260869565217391,0.5652173913043478,4.478260869565218,0.44782608695652176,10.0
2026-W14,meme,19,0.0,0.0,0.05263157894736842,0.005263157894736842,10.0
2026-W14,mourning,22,0.22727272727272727,0.0,2.5,0.25,10.0
2026-W14,other,21,0.14285714285714285,0.14285714285714285,1.4761904761904763,0.14761904761904762,10.0
2026-W15,education,15,0.6,0.6,1.8,0.18000000000000002,10.0
2026-W15,marketing,23,0.6956521739130435,0.391304347826087,3.782608695652174,0.3782608695652174,10.0
2026-W15,meme,19,0.0,0.0,0.10526315789473684,0.010526315789473684,10.0
2026-W15,mourning,22,0.13636363636363635,0.0,3.6818181818181817,0.36818181818181817,10.0
2026-W15,other,21,0.2857142857142857,0.2857142857142857,1.8095238095238095,0.18095238095238098,10.0
2026-W16,education,15,0.5333333333333333,0.5333333333333333,1.7333333333333334,0.17333333333333334,10.0
2026-W16,marketing,23,0.6521739130434783,0.43478260869565216,4.130434782608695,0.41304347826086957,10.0
2026-W16,meme,19,0.0,0.0,0.15789473684210525,0.01578947368421053,10.0
2026-W16,mourning,22,0.0,0.0,1.2727272727272727,0.1272727272727273,10.0
2026-W16,other,21,0.23809523809523808,0.23809523809523808,1.7142857142857142,0.17142857142857143,10.0
2026-W17,education,15,0.6,0.6,2.1333333333333333,0.21333333333333335,10.0
2026-W17,marketing,23,0.6086956521739131,0.21739130434782608,3.782608695652174,0.3782608695652174,10.0
2026-W17,meme,19,0.0,0.0,0.15789473684210525,0.01578947368421053,10.0
2026-W17,mourning,22,0.0,0.0,0.9545454545454546,0.09545454545454546,10.0
2026-W17,other,21,0.19047619047619047,0.19047619047619047,1.7619047619047619,0.1761904761904762,10.0
2026-W18,education,15,0.5333333333333333,0.5333333333333333,2.2666666666666666,0.22666666666666666,10.0
2026-W18,marketing,23,0.7391304347826086,0.2608695652173913,4.260869565217392,0.42608695652173917,10.0
2026-W18,meme,19,0.0,0.0,0.0,0.0,10.0
2026-W18,mourning,22,0.0,0.0,0.5909090909090909,0.05909090909090909,10.0
2026-W18,other,21,0.2857142857142857,0.2857142857142857,1.8095238095238095,0.18095238095238098,10.0
2026-W19,education,15,0.6,0.6,2.6666666666666665,0.26666666666666666,10.0
2026-W19,marketing,23,0.6956521739130435,0.13043478260869565,4.6521739130434785,0.4652173913043478,10.0
2026-W19,meme,19,0.0,0.0,0.05263157894736842,0.005263157894736842,10.0
2026-W19,mourning,22,0.0,0.0,0.36363636363636365,0.03636363636363637,10.0
2026-W19,other,21,0.23809523809523808,0.23809523809523808,2.0,0.2,10.0
2026-W20,education,15,0.3333333333333333,0.3333333333333333,1.8666666666666667,0.18666666666666665,10.0
2026-W20,marketing,23,0.7391304347826086,0.08695652173913043,4.478260869565218,0.44782608695652176,10.0
2026-W20,meme,19,0.05263157894736842,0.05263157894736842,0.2631578947368421,0.02631578947368421,10.0
2026-W20,mourning,22,0.0,0.0,0.22727272727272727,0.022727272727272728,10.0
2026-W20,other,21,0.09523809523809523,0.09523809523809523,1.0952380952380953,0.10952380952380954,10.0
2026-W21,education,15,0.2,0.2,1.9333333333333333,0.19333333333333333,10.0
2026-W21,marketing,23,0.5217391304347826,0.043478260869565216,4.304347826086956,0.43043478260869567,10.0
2026-W21,meme,19,0.2631578947368421,0.2631578947368421,1.4210526315789473,0.14210526315789473,10.0
2026-W21,mourning,22,0.0,0.0,0.22727272727272727,0.022727272727272728,10.0
2026-W21,other,21,0.14285714285714285,0.14285714285714285,1.1904761904761905,0.11904761904761904,10.0
2026-W22,education,15,0.06666666666666667,0.06666666666666667,1.3333333333333333,0.13333333333333333,10.0
2026-W22,marketing,23,0.391304347826087,0.043478260869565216,3.6956521739130435,0.3695652173913043,10.0
2026-W22,meme,19,0.7368421052631579,0.7368421052631579,3.1578947368421053,0.3157894736842105,10.0
2026-W22,mourning,22,0.0,0.0,0.4090909090909091,0.04090909090909091,10.0
2026-W22,other,21,0.0,0.0,0.9047619047619048,0.09047619047619049,10.0
