week,bias_meme,bias_mourning,bias_education,bias_marketing,bias_other,bias_noise
2026-W12,0.0,0.0,-0.04055555555555555,-0.049000000000000044,0.0,0.08955555555555555
2026-W13,0.0,0.11342857142857143,0.015857142857142854,-0.03214285714285711,-0.08557142857142856,-0.01157142857142857
2026-W14,-0.009666666666666667,0.11733333333333332,-0.044,-0.025000000000000022,-0.05533333333333332,0.01666666666666667
2026-W15,-0.003241379310344827,0.20555172413793105,-0.12662068965517242,-0.048551724137931074,-0.035655172413793096,0.008517241379310342
2026-W16,-0.0010000000000000009,0.091,-0.05500000000000002,-0.027000000000000024,-0.008000000000000007,0.0
2026-W17,0.018,0.04752173913043478,-0.03260869565217389,-0.04652173913043478,0.01708695652173914,-0.0034782608695652154
2026-W18,0.005,0.013183673469387758,0.028510204081632656,-0.04579591836734692,-0.020081632653061232,0.019183673469387756
2026-W19,-0.013833333333333333,0.015166666666666665,-0.02583333333333332,-0.015166666666666662,0.024333333333333346,0.015333333333333338
2026-W20,-0.09255555555555556,0.016777777777777777,0.053222222222222226,-0.0401111111111111,0.08033333333333333,-0.017666666666666664
2026-W21,-0.21430434782608698,-0.016478260869565216,0.07630434782608696,0.09117391304347827,0.027043478260869572,0.036260869565217395
2026-W22,-0.24133333333333334,0.002333333333333333,0.07150000000000001,0.09916666666666668,0.051166666666666666,0.017166666666666667
