week,type,n_decisions,n_speak,n_posted,mean_u,mean_threshold,mean_benefit,mean_env_gain,mean_env_multiplier
2026-W12,education,15,5,5,0.9204333333333333,0.9470133333333333,0.9204333333333333,1.0,
2026-W12,marketing,23,23,23,1.192895652173913,0.9538391304347825,1.192895652173913,1.0,
2026-W12,meme,19,0,0,-0.07432631578947368,0.9668,-0.07432631578947368,1.0,
2026-W12,mourning,22,0,0,0.26783636363636365,0.9641590909090909,0.26783636363636365,1.0,
2026-W12,other,21,0,0,-0.35062380952380956,0.9515476190476191,-0.35062380952380956,1.0,
2026-W13,education,15,2,2,0.6640266666666667,0.9470133333333333,0.6640266666666667,0.485,
2026-W13,marketing,23,18,18,1.070813043478261,0.9538391304347825,1.070813043478261,0.485,
2026-W13,meme,19,0,0,-0.07432631578947368,0.9668,-0.07432631578947368,0.485,
2026-W13,mourning,22,22,22,1.78575,0.9641590909090909,1.78575,0.485,
2026-W13,other,21,0,0,-0.20985714285714285,0.9515476190476191,-0.20985714285714285,0.48500000000000004,
2026-W14,education,15,7,7,0.9588800000000001,0.9470133333333333,0.9588800000000001,0.7594,
2026-W14,marketing,23,19,19,1.1045434782608694,0.9538391304347825,1.1045434782608694,0.7594000000000001,
2026-W14,meme,19,0,0,-0.03934736842105263,0.9668,-0.03934736842105263,0.7594,
2026-W14,mourning,22,4,4,0.6741227272727273,0.9641590909090909,0.6741227272727273,0.7593999999999999,
2026-W14,other,21,3,3,0.3061333333333333,0.9515476190476191,0.3061333333333333,0.7594,
2026-W15,education,15,5,5,0.8189466666666667,0.9470133333333333,0.8189466666666667,1.2864,
2026-W15,marketing,23,19,19,1.0575652173913044,0.9538391304347825,1.0575652173913044,1.2864,
2026-W15,meme,19,1,1,0.08136315789473685,0.9668,0.08136315789473685,1.2864,
2026-W15,mourning,22,7,7,0.8328545454545455,0.9641590909090909,0.8328545454545455,1.2864,
2026-W15,other,21,6,6,0.5383952380952381,0.9515476190476191,0.5383952380952381,1.2864,
2026-W16,education,15,9,9,0.9856333333333333,0.9470133333333333,0.9856333333333333,1.6945,
2026-W16,marketing,23,18,18,1.046286956521739,0.9538391304347825,1.046286956521739,1.6944999999999997,
2026-W16,meme,19,2,2,0.13531052631578946,0.9668,0.13531052631578946,1.6944999999999997,
2026-W16,mourning,22,0,0,0.24969545454545453,0.9641590909090909,0.24969545454545453,1.6945,
2026-W16,other,21,8,8,0.8244904761904761,0.9515476190476191,0.8244904761904761,1.6945,
2026-W17,education,15,10,10,0.9474266666666666,0.9470133333333333,0.9474266666666666,2.3810999999999996,
2026-W17,marketing,23,18,18,1.047904347826087,0.9538391304347825,1.047904347826087,2.3811,
2026-W17,meme,19,0,0,0.04630526315789473,0.9668,0.04630526315789473,2.3811,
2026-W17,mourning,22,0,0,0.17025454545454546,0.9641590909090909,0.17025454545454546,2.3811,
2026-W17,other,21,9,9,0.9400761904761905,0.9515476190476191,0.9400761904761905,2.3811,
2026-W18,education,15,8,8,0.9333600000000001,0.9470133333333333,0.9333600000000001,3.0,
2026-W18,marketing,23,18,18,1.0384434782608696,0.9538391304347825,1.0384434782608696,3.0,
2026-W18,meme,19,1,1,0.08227368421052632,0.9668,0.08227368421052632,3.0,
2026-W18,mourning,22,0,0,0.11694545454545455,0.9641590909090909,0.11694545454545455,3.0,
2026-W18,other,21,7,7,0.630995238095238,0.9515476190476191,0.630995238095238,3.0,
2026-W19,education,15,9,9,0.9731533333333334,0.9470133333333333,0.9731533333333334,2.9008,
2026-W19,marketing,23,16,16,1.0357869565217392,0.9538391304347825,1.0357869565217392,2.9008000000000003,
2026-W19,meme,19,0,0,-0.05266842105263157,0.9668,-0.05266842105263157,2.9008,
2026-W19,mourning,22,0,0,0.1135409090909091,0.9641590909090909,0.1135409090909091,2.9008,
2026-W19,other,21,4,4,0.4761714285714285,0.9515476190476191,0.4761714285714285,2.9008,
2026-W20,education,15,4,4,0.8175333333333333,0.9470133333333333,0.8175333333333333,2.194,
2026-W20,marketing,23,14,14,1.0245782608695653,0.9538391304347825,1.0245782608695653,2.194,
2026-W20,meme,19,2,2,0.3630894736842105,0.9668,0.3630894736842105,2.194,
2026-W20,mourning,22,0,0,0.10696818181818181,0.9641590909090909,0.10696818181818181,2.194,
2026-W20,other,21,2,2,0.2993571428571429,0.9515476190476191,0.2993571428571429,2.194,
2026-W21,education,15,4,4,0.6387666666666667,0.9470133333333333,0.6387666666666667,1.5804,
2026-W21,marketing,23,15,15,0.976313043478261,0.9538391304347825,0.976313043478261,1.5804000000000002,
2026-W21,meme,19,7,7,0.7639105263157895,0.9668,0.7639105263157895,1.5804,
2026-W21,mourning,22,0,0,0.13059545454545454,0.9641590909090909,0.13059545454545454,1.5804,
2026-W21,other,21,1,1,0.12095238095238095,0.9515476190476191,0.12095238095238095,1.5804,
2026-W22,education,15,4,4,0.6578333333333333,0.9470133333333333,0.6578333333333333,1.3143,
2026-W22,marketing,23,9,9,0.9118347826086957,0.9538391304347825,0.9118347826086957,1.3143,
2026-W22,meme,19,19,19,1.4672157894736841,0.9668,1.4672157894736841,1.3143,
2026-W22,mourning,22,0,0,0.14115454545454545,0.9641590909090909,0.14115454545454545,1.3143,
2026-W22,other,21,0,0,-0.05419523809523809,0.9515476190476191,-0.05419523809523809,1.3143,
