week,type,n_agents,spoke_rate,mismatch_rate,mean_exposure_own,mean_climate_own,mean_feed_slots
2026-W12,education,15,0.0,0.0,0.0,0.0,10.0
2026-W12,marketing,23,1.0,0.08695652173913043,10.0,1.0,10.0
2026-W12,meme,19,0.0,0.0,0.0,0.0,10.0
2026-W12,mourning,22,0.0,0.0,0.0,0.0,10.0
2026-W12,other,21,0.0,0.0,0.0,0.0,10.0
2026-W13,education,15,0.06666666666666667,0.06666666666666667,1.0,0.1,10.0
2026-W13,marketing,23,0.13043478260869565,0.13043478260869565,1.0,0.1,10.0
2026-W13,meme,19,0.0,0.0,0.0,0.0,10.0
2026-W13,mourning,22,1.0,0.0,7.0,0.7,10.0
2026-W13,other,21,0.0,0.0,1.0,0.1,10.0
2026-W14,education,15,0.0,0.0,0.0,0.0,10.0
2026-W14,marketing,23,0.9565217391304348,0.0,5.0,0.5,10.0
2026-W14,meme,19,0.0,0.0,0.0,0.0,10.0
2026-W14,mourning,22,0.0,0.0,2.0,0.2,10.0
2026-W14,other,21,0.09523809523809523,0.09523809523809523,2.0,0.2,10.0
2026-W15,education,15,1.0,1.0,4.0,0.4,10.0
2026-W15,marketing,23,0.9130434782608695,0.21739130434782608,4.0,0.4,10.0
2026-W15,meme,19,0.0,0.0,0.0,0.0,10.0
2026-W15,mourning,22,0.0,0.0,1.0,0.1,10.0
2026-W15,other,21,0.0,0.0,1.0,0.1,10.0
2026-W16,education,15,1.0,1.0,3.0,0.3,10.0
2026-W16,marketing,23,0.30434782608695654,0.13043478260869565,2.0,0.2,10.0
2026-W16,meme,19,0.0,0.0,1.0,0.1,10.0
2026-W16,mourning,22,0.0,0.0,2.0,0.2,10.0
2026-W16,other,21,0.0,0.0,0.0,0.0,10.0
2026-W17,education,15,0.0,0.0,1.0,0.1,10.0
2026-W17,marketing,23,0.9565217391304348,0.43478260869565216,5.0,0.5,10.0
2026-W17,meme,19,0.0,0.0,0.0,0.0,10.0
2026-W17,mourning,22,0.0,0.0,1.0,0.1,10.0
2026-W17,other,21,0.0,0.0,2.0,0.2,10.0
2026-W18,education,15,0.0,0.0,1.0,0.1,10.0
2026-W18,marketing,23,0.782608695652174,0.043478260869565216,4.0,0.4,10.0
2026-W18,meme,19,0.0,0.0,0.0,0.0,10.0
2026-W18,mourning,22,0.0,0.0,1.0,0.1,10.0
2026-W18,other,21,0.9523809523809523,0.9047619047619048,3.0,0.3,10.0
2026-W19,education,15,0.9333333333333333,0.9333333333333333,3.0,0.3,10.0
2026-W19,marketing,23,0.6956521739130435,0.043478260869565216,4.0,0.4,10.0
2026-W19,meme,19,0.0,0.0,0.0,0.0,10.0
2026-W19,mourning,22,0.0,0.0,0.0,0.0,10.0
2026-W19,other,21,0.0,0.0,2.0,0.2,10.0
2026-W20,education,15,0.0,0.0,0.0,0.0,10.0
2026-W20,marketing,23,0.782608695652174,0.043478260869565216,5.0,0.5,10.0
2026-W20,meme,19,1.0,0.7894736842105263,3.0,0.3,10.0
2026-W20,mourning,22,0.0,0.0,1.0,0.1,10.0
2026-W20,other,21,0.0,0.0,0.0,0.0,10.0
2026-W21,education,15,0.0,0.0,1.0,0.1,10.0
2026-W21,marketing,23,0.043478260869565216,0.0,1.0,0.1,10.0
2026-W21,meme,19,1.0,0.9473684210526315,6.0,0.6,10.0
2026-W21,mourning,22,0.0,0.0,1.0,0.1,10.0
2026-W21,other,21,0.0,0.0,0.0,0.0,10.0
2026-W22,education,15,0.0,0.0,1.0,0.1,10.0
2026-W22,marketing,23,0.13043478260869565,0.0,2.0,0.2,10.0
2026-W22,meme,19,1.0,0.8421052631578947,5.0,0.5,10.0
2026-W22,mourning,22,0.0,0.0,1.0,0.1,10.0
2026-W22,other,21,0.0,0.0,0.0,0.0,10.0
