week,bias_meme,bias_mourning,bias_education,bias_marketing,bias_other,bias_noise
2026-W12,0.0,0.0,0.0007209302325581479,-0.07820930232558143,0.0,0.07748837209302326
2026-W13,0.0,0.09720987654320995,-0.029419753086419746,0.0006666666666667043,-0.06176543209876543,-0.006691358024691358
2026-W14,-0.009705882352941175,0.10123529411764706,-0.03976470588235295,0.032823529411764696,-0.09717647058823528,0.01258823529411765
2026-W15,-0.010543859649122807,0.20373684210526316,-0.07398245614035087,-0.08168421052631575,-0.04143859649122805,0.003912280701754388
2026-W16,-0.0018571428571428558,0.09542857142857142,-0.1037142857142857,-0.008285714285714285,0.02214285714285716,-0.0037142857142857116
2026-W17,0.012,0.03628571428571428,0.0008571428571428619,-0.011142857142857177,-0.039285714285714285,0.0012857142857142859
2026-W18,0.008,0.005538461538461534,-0.04223076923076921,-0.019000000000000017,0.04815384615384616,-0.0004615384615384646
2026-W19,-0.012000000000000002,0.012999999999999998,-0.019000000000000017,-0.029000000000000026,0.04200000000000001,0.0049999999999999975
2026-W20,-0.2287254901960784,0.0133921568627451,0.09574509803921569,0.06423529411764706,0.06217647058823529,-0.0068235294117647075
2026-W21,-0.26503703703703707,0.0069629629629629625,0.09992592592592592,0.07918518518518519,0.05648148148148148,0.022481481481481484
2026-W22,-0.14977358490566034,0.013264150943396225,0.06226415094339623,0.051981132075471725,0.015132075471698116,0.007132075471698113
