week,type,n_agents,spoke_rate,mismatch_rate,mean_exposure_own,mean_climate_own,mean_feed_slots
2026-W12,education,15,0.2,0.2,0.9333333333333333,0.09333333333333334,10.0
2026-W12,marketing,23,1.0,0.043478260869565216,7.478260869565218,0.7478260869565218,10.0
2026-W12,meme,19,0.0,0.0,0.0,0.0,10.0
2026-W12,mourning,22,0.0,0.0,0.0,0.0,10.0
2026-W12,other,21,0.0,0.0,0.0,0.0,10.0
2026-W13,education,15,0.2,0.2,0.6666666666666666,0.06666666666666667,10.0
2026-W13,marketing,23,0.9130434782608695,0.8695652173913043,3.739130434782609,0.3739130434782609,10.0
2026-W13,meme,19,0.0,0.0,0.0,0.0,10.0
2026-W13,mourning,22,1.0,0.0,5.545454545454546,0.5545454545454546,10.0
2026-W13,other,21,0.0,0.0,0.5238095238095238,0.05238095238095238,10.0
2026-W14,education,15,0.3333333333333333,0.3333333333333333,1.3333333333333333,0.13333333333333333,10.0
2026-W14,marketing,23,0.9565217391304348,0.4782608695652174,5.391304347826087,0.5391304347826087,10.0
2026-W14,meme,19,0.0,0.0,0.15789473684210525,0.01578947368421053,10.0
2026-W14,mourning,22,0.2727272727272727,0.0,2.409090909090909,0.2409090909090909,10.0
2026-W14,other,21,0.23809523809523808,0.23809523809523808,1.1428571428571428,0.11428571428571428,10.0
2026-W15,education,15,0.3333333333333333,0.3333333333333333,1.2,0.12000000000000001,10.0
2026-W15,marketing,23,0.8695652173913043,0.5217391304347826,4.565217391304348,0.45652173913043476,10.0
2026-W15,meme,19,0.0,0.0,0.05263157894736842,0.005263157894736842,10.0
2026-W15,mourning,22,0.13636363636363635,0.0,3.1818181818181817,0.3181818181818182,10.0
2026-W15,other,21,0.23809523809523808,0.23809523809523808,1.5714285714285714,0.15714285714285717,10.0
2026-W16,education,15,0.7333333333333333,0.7333333333333333,2.3333333333333335,0.23333333333333334,10.0
2026-W16,marketing,23,0.8260869565217391,0.30434782608695654,5.695652173913044,0.5695652173913043,10.0
2026-W16,meme,19,0.0,0.0,0.10526315789473684,0.010526315789473684,10.0
2026-W16,mourning,22,0.0,0.0,1.9545454545454546,0.19545454545454544,10.0
2026-W16,other,21,0.19047619047619047,0.19047619047619047,1.619047619047619,0.1619047619047619,10.0
2026-W17,education,15,0.6,0.6,2.933333333333333,0.29333333333333333,10.0
2026-W17,marketing,23,0.8695652173913043,0.2608695652173913,5.521739130434782,0.5521739130434782,10.0
2026-W17,meme,19,0.0,0.0,0.05263157894736842,0.005263157894736842,10.0
2026-W17,mourning,22,0.0,0.0,1.0,0.1,10.0
2026-W17,other,21,0.38095238095238093,0.38095238095238093,1.9523809523809523,0.1952380952380952,10.0
2026-W18,education,15,0.7333333333333333,0.7333333333333333,2.533333333333333,0.25333333333333335,10.0
2026-W18,marketing,23,0.8260869565217391,0.391304347826087,5.304347826086956,0.5304347826086956,10.0
2026-W18,meme,19,0.0,0.0,0.0,0.0,10.0
2026-W18,mourning,22,0.0,0.0,0.36363636363636365,0.03636363636363637,10.0
2026-W18,other,21,0.19047619047619047,0.19047619047619047,1.8571428571428572,0.18571428571428572,10.0
2026-W19,education,15,0.4666666666666667,0.4666666666666667,3.066666666666667,0.3066666666666667,10.0
2026-W19,marketing,23,0.5652173913043478,0.13043478260869565,4.913043478260869,0.491304347826087,10.0
2026-W19,meme,19,0.0,0.0,0.42105263157894735,0.042105263157894736,10.0
2026-W19,mourning,22,0.0,0.0,0.45454545454545453,0.045454545454545456,10.0
2026-W19,other,21,0.09523809523809523,0.09523809523809523,1.380952380952381,0.1380952380952381,10.0
2026-W20,education,15,0.26666666666666666,0.26666666666666666,2.533333333333333,0.2533333333333333,10.0
2026-W20,marketing,23,0.6521739130434783,0.34782608695652173,4.913043478260869,0.491304347826087,10.0
2026-W20,meme,19,0.5263157894736842,0.5263157894736842,1.631578947368421,0.1631578947368421,10.0
2026-W20,mourning,22,0.0,0.0,0.5,0.05,10.0
2026-W20,other,21,0.09523809523809523,0.09523809523809523,1.7142857142857142,0.17142857142857143,10.0
2026-W21,education,15,0.13333333333333333,0.13333333333333333,1.6666666666666667,0.16666666666666666,10.0
2026-W21,marketing,23,0.5652173913043478,0.21739130434782608,4.391304347826087,0.43913043478260866,10.0
2026-W21,meme,19,0.8421052631578947,0.7894736842105263,3.5789473684210527,0.35789473684210527,10.0
2026-W21,mourning,22,0.0,0.0,0.6363636363636364,0.06363636363636364,10.0
2026-W21,other,21,0.0,0.0,0.5714285714285714,0.05714285714285715,10.0
2026-W22,education,15,0.0,0.0,0.9333333333333333,0.09333333333333334,10.0
2026-W22,marketing,23,0.4782608695652174,0.13043478260869565,3.9565217391304346,0.39565217391304347,10.0
2026-W22,meme,19,0.9473684210526315,0.9473684210526315,5.0,0.5,10.0
2026-W22,mourning,22,0.0,0.0,0.5454545454545454,0.05454545454545456,10.0
2026-W22,other,21,0.0,0.0,0.19047619047619047,0.01904761904761905,10.0
